episode,phase,step0_tool,reward,success,top_patterns
78,Tool Expansion,standard,-1.0,0,sympy.sympify:0.095|math.sqrt:0.076|numpy.mean:0.062
79,Tool Expansion,standard,1.0,1,math.sqrt:0.100|sympy.sympify:0.095|math.sqrt:0.076
80,Tool Expansion,standard,-1.0,0,sympy.sympify:0.087|math.sqrt:0.077|sympy.sympify:0.066
81,Tool Expansion,standard,-1.0,0,sympy.sympify:0.085|sympy.sympify:0.076|math.sqrt:0.074
82,Tool Expansion,standard,1.0,1,math.sqrt:0.100|sympy.sympify:0.083|sympy.sympify:0.080
83,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|sympy.sympify:0.083
84,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|numpy.mean:0.100
85,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|numpy.mean:0.100
86,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.077|math.sqrt:0.077
87,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|math.sqrt:0.077
88,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.076|math.sqrt:0.076
89,Tool Expansion,standard,1.0,1,math.sqrt:0.100|builtins.len:0.100|math.sqrt:0.076
90,Tool Expansion,standard,-1.0,0,math.sqrt:0.108|math.sqrt:0.107|math.sqrt:0.107
91,Tool Expansion,standard,-1.0,0,math.sqrt:0.142|math.sqrt:0.130|math.sqrt:0.128
92,Tool Expansion,standard,-1.0,0,math.sqrt:0.162|math.sqrt:0.147|math.sqrt:0.140
93,Tool Expansion,standard,1.0,1,math.sqrt:0.162|math.sqrt:0.147|math.sqrt:0.140
94,Tool Expansion,standard,1.0,1,math.sqrt:0.162|math.sqrt:0.147|math.sqrt:0.140
95,Tool Expansion,standard,1.0,1,math.sqrt:0.162|math.sqrt:0.147|math.sqrt:0.140
96,Tool Expansion,standard,1.0,1,math.sqrt:0.162|math.sqrt:0.147|math.sqrt:0.140
97,Tool Expansion,standard,1.0,1,math.sqrt:0.162|math.sqrt:0.147|math.sqrt:0.140
98,Tool Expansion,standard,1.0,1,math.sqrt:0.162|math.sqrt:0.147|math.sqrt:0.140
99,Tool Expansion,standard,1.0,1,math.sqrt:0.107|math.sqrt:0.100|math.sqrt:0.095
100,Tool Expansion,standard,1.0,1,math.sqrt:0.101|math.sqrt:0.100|math.sqrt:0.099
101,Tool Expansion,standard,-1.0,0,math.sqrt:0.175|math.sqrt:0.102|math.sqrt:0.079
102,Tool Expansion,standard,1.0,1,math.sqrt:0.175|math.sqrt:0.102|numpy.mean:0.100
103,NLP Tool Mastery,standard,-1.0,0,math.sqrt:0.181|math.sqrt:0.104|math.sqrt:0.073
104,NLP Tool Mastery,standard,1.0,1,math.sqrt:0.186|math.sqrt:0.104|operator.gt:0.100
105,NLP Tool Mastery,standard,1.0,1,math.sqrt:0.169|operator.gt:0.100|math.sqrt:0.096
106,NLP Tool Mastery,standard,1.0,1,math.sqrt:0.151|operator.gt:0.100|operator.gt:0.099
107,NLP Tool Mastery,standard,1.0,1,math.sqrt:0.135|operator.gt:0.113|operator.gt:0.100
108,NLP Tool Mastery,standard,1.0,1,math.sqrt:0.120|operator.gt:0.109|operator.gt:0.100
109,NLP Tool Mastery,standard,1.0,1,math.sqrt:0.106|operator.gt:0.104|operator.gt:0.100
110,NLP Tool Mastery,standard,1.0,1,operator.gt:0.100|operator.gt:0.099|operator.gt:0.095
111,NLP Tool Mastery,standard,1.0,1,operator.gt:0.106|operator.gt:0.104|operator.gt:0.101
112,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.132|operator.gt:0.121|operator.gt:0.118
113,NLP Tool Mastery,standard,1.0,1,operator.gt:0.135|operator.gt:0.124|operator.gt:0.117
114,Sensory Conversion Mastery,standard,-1.0,0,operator.gt:0.153|operator.gt:0.130|operator.gt:0.120
115,Sensory Conversion Mastery,standard,-1.0,0,operator.gt:0.169|operator.gt:0.130|operator.gt:0.129
116,Sensory Conversion Mastery,standard,-1.0,0,operator.gt:0.182|operator.gt:0.131|operator.gt:0.120
117,Sensory Conversion Mastery,standard,-1.0,0,operator.gt:0.183|operator.gt:0.128|operator.gt:0.103
118,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.183|operator.gt:0.128|operator.gt:0.103
119,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.183|operator.gt:0.128|operator.gt:0.103
120,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.183|operator.gt:0.128|operator.gt:0.103
121,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.183|operator.gt:0.128|operator.gt:0.103
122,Sensory Conversion Mastery,standard,-1.0,0,operator.gt:0.131|operator.gt:0.090|operator.gt:0.072
123,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.131|builtins.float:0.100|operator.gt:0.090
124,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.131|builtins.float:0.100|builtins.float:0.100
125,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.131|builtins.float:0.100|builtins.float:0.100
126,Sensory Conversion Mastery,standard,1.0,1,sympy.sympify:0.100|operator.gt:0.098|builtins.float:0.085
127,Sensory Conversion Mastery,standard,-1.0,0,builtins.float:0.143|builtins.float:0.143|builtins.float:0.128
128,Sensory Conversion Mastery,standard,1.0,1,builtins.float:0.143|builtins.float:0.143|builtins.float:0.128
129,Sensory Conversion Mastery,standard,1.0,1,builtins.float:0.143|builtins.float:0.143|builtins.float:0.128
130,Sensory Conversion Mastery,standard,1.0,1,builtins.float:0.121|builtins.float:0.121|builtins.float:0.107
131,Sensory Conversion Mastery,standard,1.0,1,builtins.float:0.121|builtins.float:0.121|builtins.float:0.107
132,Sensory Conversion Mastery,standard,1.0,1,builtins.float:0.107|builtins.float:0.107|builtins.float:0.100
133,Container Mastery,standard,-1.0,0,sympy.sympify:0.135|builtins.float:0.119|re.findall:0.110
134,Container Mastery,standard,1.0,1,sympy.sympify:0.135|builtins.float:0.119|re.findall:0.110
135,Container Mastery,standard,1.0,1,sympy.sympify:0.135|builtins.float:0.119|re.findall:0.110
136,Container Mastery,standard,1.0,1,sympy.sympify:0.135|builtins.float:0.119|re.findall:0.110
137,Container Mastery,standard,1.0,1,sympy.sympify:0.135|builtins.float:0.119|re.findall:0.110
138,Container Mastery,standard,-1.0,0,sympy.sympify:0.124|re.findall:0.102|builtins.float:0.097
139,Container Mastery,standard,1.0,1,sympy.sympify:0.124|re.findall:0.102|operator.getitem:0.100
140,Container Mastery,standard,1.0,1,sympy.sympify:0.124|re.findall:0.102|operator.getitem:0.100
141,Container Mastery,standard,1.0,1,sympy.sympify:0.124|re.findall:0.102|operator.getitem:0.100
142,Container Mastery,standard,1.0,1,sympy.sympify:0.124|re.findall:0.102|operator.getitem:0.100
143,Container Mastery,standard,-1.0,0,sympy.sympify:0.103|re.findall:0.085|builtins.float:0.075
144,Container Mastery,standard,1.0,1,sympy.sympify:0.103|re.findall:0.100|re.findall:0.085
145,Container Mastery,standard,-1.0,0,sympy.sympify:0.098|re.findall:0.087|re.findall:0.082
146,Container Mastery,standard,1.0,1,operator.getitem:0.100|sympy.sympify:0.098|re.findall:0.087
147,Container Mastery,standard,1.0,1,operator.getitem:0.100|re.findall:0.100|sympy.sympify:0.098
148,Container Mastery,standard,1.0,1,operator.getitem:0.100|re.findall:0.100|operator.getitem:0.100
149,Container Mastery,standard,1.0,1,operator.getitem:0.100|re.findall:0.100|operator.getitem:0.100
150,Container Mastery,standard,-1.0,0,re.findall:0.070|sympy.sympify:0.069|operator.getitem:0.069
151,Container Mastery,standard,-1.0,0,operator.getitem:0.075|operator.getitem:0.075|re.findall:0.074
152,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.075|operator.getitem:0.075
153,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.075
154,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
155,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
156,Container Mastery,standard,-1.0,0,operator.getitem:0.073|re.findall:0.069|operator.getitem:0.068
157,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.073|re.findall:0.069
158,Container Mastery,standard,1.0,1,operator.getitem:0.100|re.findall:0.100|operator.getitem:0.073
159,Container Mastery,standard,-1.0,0,operator.getitem:0.083|re.findall:0.075|operator.getitem:0.069
160,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.083|re.findall:0.075
161,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.083
162,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
163,Container Mastery,standard,-1.0,0,operator.getitem:0.078|operator.getitem:0.077|operator.getitem:0.075
164,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.078|operator.getitem:0.077
165,Container Mastery,standard,-1.0,0,operator.getitem:0.092|operator.getitem:0.077|operator.getitem:0.074
166,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.092|operator.getitem:0.077
167,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.092
168,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
169,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
170,Container Mastery,standard,-1.0,0,operator.getitem:0.075|operator.getitem:0.072|operator.getitem:0.071
171,Container Mastery,standard,1.0,1,re.findall:0.100|operator.getitem:0.075|operator.getitem:0.072
172,Container Mastery,standard,1.0,1,re.findall:0.100|operator.getitem:0.100|operator.getitem:0.075
173,Container Mastery,standard,-1.0,0,operator.getitem:0.083|operator.getitem:0.073|operator.getitem:0.066
174,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.083|operator.getitem:0.073
175,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.083
176,Container Mastery,standard,-1.0,0,operator.getitem:0.082|operator.getitem:0.082|operator.getitem:0.077
177,Container Mastery,standard,-1.0,0,operator.getitem:0.087|operator.getitem:0.087|operator.getitem:0.085
178,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.087|operator.getitem:0.087
179,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.087
180,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
181,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
182,Container Mastery,standard,-1.0,0,operator.getitem:0.074|operator.getitem:0.071|operator.getitem:0.071
183,Container Mastery,standard,1.0,1,re.findall:0.100|operator.getitem:0.074|operator.getitem:0.071
184,Container Mastery,standard,-1.0,0,operator.getitem:0.076|operator.getitem:0.072|operator.getitem:0.072
185,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.076|operator.getitem:0.072
186,Container Mastery,standard,1.0,1,operator.getitem:0.100|re.findall:0.100|operator.getitem:0.076
187,Container Mastery,standard,-1.0,0,operator.getitem:0.084|operator.getitem:0.071|operator.getitem:0.069
188,Container Mastery,standard,-1.0,0,operator.getitem:0.090|operator.getitem:0.085|operator.getitem:0.075
189,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.090|operator.getitem:0.085
190,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.090
191,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
192,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
193,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
194,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
195,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
196,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
197,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|re.findall:0.100
198,Sensory Priming,standard,-1.0,0,operator.getitem:0.057|operator.getitem:0.055|operator.getitem:0.055
199,Sensory Priming,standard,1.0,1,re.findall:0.100|operator.getitem:0.057|operator.getitem:0.055
200,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|operator.getitem:0.057
201,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
202,Sensory Priming,standard,-1.0,0,re.findall:0.067|re.findall:0.067|re.findall:0.067
203,Sensory Priming,standard,-1.0,0,re.findall:0.064|re.findall:0.064|re.findall:0.064
204,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.064|re.findall:0.064
205,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.064
206,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
207,Sensory Priming,standard,-1.0,0,re.findall:0.070|re.findall:0.070|re.findall:0.070
208,Sensory Priming,standard,-1.0,0,re.findall:0.071|re.findall:0.071|re.findall:0.068
209,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.071|re.findall:0.071
210,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.071
211,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
212,Sensory Priming,standard,-1.0,0,re.findall:0.073|re.findall:0.073|re.findall:0.069
213,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.073|re.findall:0.073
214,Sensory Priming,standard,-1.0,0,re.findall:0.087|re.findall:0.073|re.findall:0.067
215,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.073
216,Sensory Priming,standard,-1.0,0,re.findall:0.083|re.findall:0.079|re.findall:0.076
217,Sensory Priming,standard,-1.0,0,re.findall:0.085|re.findall:0.082|re.findall:0.082
218,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.082
219,Sensory Priming,standard,-1.0,0,re.findall:0.090|re.findall:0.079|re.findall:0.077
220,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.079
221,Sensory Priming,standard,-1.0,0,re.findall:0.093|re.findall:0.085|re.findall:0.073
222,Sensory Priming,standard,-1.0,0,re.findall:0.107|re.findall:0.087|re.findall:0.075
223,Sensory Priming,standard,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.087
224,Sensory Priming,standard,-1.0,0,re.findall:0.109|re.findall:0.089|re.findall:0.082
225,Sensory Priming,standard,1.0,1,re.findall:0.109|re.findall:0.100|re.findall:0.089
226,Sensory Priming,standard,1.0,1,re.findall:0.109|re.findall:0.100|re.findall:0.100
227,Sensory Priming,standard,-1.0,0,re.findall:0.101|re.findall:0.084|re.findall:0.077
228,Sensory Priming,standard,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.084
229,Sensory Priming,standard,-1.0,0,re.findall:0.095|re.findall:0.090|re.findall:0.081
230,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.090
231,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.095
232,Sensory Priming,standard,-1.0,0,re.findall:0.086|re.findall:0.084|re.findall:0.080
233,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.084
234,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.086
235,Sensory Priming,standard,-1.0,0,re.findall:0.084|re.findall:0.080|re.findall:0.080
236,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.080
237,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.084
238,Sensory Priming,standard,-1.0,0,re.findall:0.084|re.findall:0.080|re.findall:0.076
239,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.080
240,Sensory Priming,standard,-1.0,0,re.findall:0.091|re.findall:0.087|re.findall:0.077
241,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.087
242,Sensory Priming,standard,-1.0,0,re.findall:0.093|re.findall:0.092|re.findall:0.087
243,Sensory Priming,standard,-1.0,0,re.findall:0.107|re.findall:0.096|re.findall:0.090
244,Sensory Priming,standard,-1.0,0,re.findall:0.123|re.findall:0.100|re.findall:0.099
245,Sensory Priming,standard,-1.0,0,re.findall:0.139|re.findall:0.115|re.findall:0.105
246,Sensory Priming,standard,-1.0,0,re.findall:0.146|re.findall:0.138|re.findall:0.105
247,Sensory Priming,standard,1.0,1,re.findall:0.146|re.findall:0.138|re.findall:0.105
248,Sensory Priming,standard,-1.0,0,re.findall:0.152|re.findall:0.133|re.findall:0.095
249,Sensory Priming,standard,1.0,1,re.findall:0.152|re.findall:0.133|re.findall:0.100
250,Sensory Priming,standard,-1.0,0,re.findall:0.163|re.findall:0.116|re.findall:0.097
251,Sensory Priming,standard,-1.0,0,re.findall:0.183|re.findall:0.109|re.findall:0.108
252,Sensory Priming,standard,1.0,1,re.findall:0.183|re.findall:0.109|re.findall:0.108
253,Sensory Priming,standard,1.0,1,re.findall:0.183|re.findall:0.109|re.findall:0.108
254,Sensory Priming,standard,-1.0,0,re.findall:0.162|re.findall:0.099|re.findall:0.089
255,Sensory Priming,standard,1.0,1,re.findall:0.162|re.findall:0.100|re.findall:0.099
256,Sensory Priming,standard,-1.0,0,re.findall:0.148|re.findall:0.097|re.findall:0.093
257,Sensory Priming,standard,1.0,1,re.findall:0.148|re.findall:0.100|re.findall:0.097
258,Sensory Priming,standard,1.0,1,re.findall:0.148|re.findall:0.100|re.findall:0.100
259,Sensory Priming,standard,1.0,1,re.findall:0.148|re.findall:0.100|re.findall:0.100
260,Sensory Priming,standard,-1.0,0,re.findall:0.112|re.findall:0.090|re.findall:0.081
261,Sensory Priming,standard,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.090
262,Sensory Priming,standard,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.100
263,Sensory Priming,standard,-1.0,0,re.findall:0.091|re.findall:0.088|re.findall:0.086
264,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.088
265,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.091
266,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
267,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
268,Sensory Priming,standard,-1.0,0,re.findall:0.078|re.findall:0.072|re.findall:0.071
269,Sensory Priming,standard,-1.0,0,re.findall:0.093|re.findall:0.077|re.findall:0.074
270,Sensory Priming,standard,-1.0,0,re.findall:0.109|re.findall:0.081|re.findall:0.080
271,Sensory Priming,standard,1.0,1,re.findall:0.109|re.findall:0.100|re.findall:0.081
272,Sensory Priming,standard,-1.0,0,re.findall:0.109|re.findall:0.087|re.findall:0.080
273,Sensory Priming,standard,1.0,1,re.findall:0.109|re.findall:0.100|re.findall:0.087
274,Sensory Priming,standard,-1.0,0,re.findall:0.111|re.findall:0.089|re.findall:0.082
275,Sensory Priming,standard,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.089
276,Sensory Priming,standard,-1.0,0,re.findall:0.105|re.findall:0.090|re.findall:0.082
277,Sensory Priming,standard,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.090
278,Sensory Priming,standard,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.100
279,Sensory Priming,standard,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.100
280,Sensory Priming,standard,-1.0,0,re.findall:0.079|re.findall:0.078|re.findall:0.077
281,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.079|re.findall:0.078
282,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.079
283,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
284,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
285,Sensory Priming,standard,-1.0,0,re.findall:0.073|re.findall:0.073|re.findall:0.069
286,Sensory Priming,standard,-1.0,0,re.findall:0.082|re.findall:0.079|re.findall:0.070
287,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.079
288,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.082
289,Sensory Priming,standard,-1.0,0,re.findall:0.082|re.findall:0.082|re.findall:0.080
290,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.082
291,Sensory Priming,standard,-1.0,0,re.findall:0.085|re.findall:0.082|re.findall:0.079
292,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.082
293,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
294,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
295,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
296,Sensory Priming,standard,-1.0,0,re.findall:0.071|re.findall:0.070|re.findall:0.069
297,Sensory Priming,standard,-1.0,0,re.findall:0.079|re.findall:0.074|re.findall:0.070
298,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.079|re.findall:0.074
299,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.079
300,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
301,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
302,Sensory Priming,standard,-1.0,0,re.findall:0.071|re.findall:0.071|re.findall:0.071
303,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.071|re.findall:0.071
304,Sensory Priming,standard,-1.0,0,re.findall:0.089|re.findall:0.071|re.findall:0.071
305,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.071
306,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.089
307,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
308,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
309,Sensory Priming,standard,-1.0,0,re.findall:0.071|re.findall:0.070|re.findall:0.070
310,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.071|re.findall:0.070
311,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.071
312,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
313,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
314,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
315,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
316,Hierarchical Chaining,standard,-1.0,0,re.findall:0.063|re.findall:0.063|re.findall:0.063
317,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|re.findall:0.063|re.findall:0.063
318,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|re.findall:0.063
319,Hierarchical Chaining,standard,-1.0,0,re.findall:0.060|re.findall:0.059|math.sqrt:0.058
320,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|re.findall:0.060|re.findall:0.059
321,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|re.findall:0.060
322,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|builtins.float:0.100
323,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|builtins.float:0.100
324,Hierarchical Chaining,standard,-1.0,0,builtins.float:0.057|builtins.float:0.057|builtins.float:0.057
325,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.057|builtins.float:0.057
326,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|builtins.float:0.057
327,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|builtins.float:0.100
328,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|builtins.float:0.100
329,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|builtins.float:0.100
330,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.100|builtins.float:0.072|builtins.float:0.072
331,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.107|builtins.float:0.107|builtins.float:0.103
332,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.107|builtins.float:0.107|builtins.float:0.103
333,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.123|builtins.float:0.111|builtins.float:0.109
334,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.137|builtins.float:0.118|builtins.float:0.110
335,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.140|builtins.float:0.118|builtins.float:0.111
336,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.128|builtins.float:0.105|builtins.float:0.101
337,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.128|builtins.float:0.105|builtins.float:0.101
338,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.128|builtins.float:0.105|builtins.float:0.101
339,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.144|builtins.float:0.112|builtins.float:0.080
340,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.144|builtins.float:0.112|sympy.sympify:0.100
341,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.144|builtins.float:0.112|sympy.sympify:0.100
342,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.144|builtins.float:0.112|sympy.sympify:0.100
343,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.112|builtins.float:0.100|builtins.float:0.084
344,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.112|builtins.float:0.100|sympy.sympify:0.100
345,Pattern Extraction,standard,1.0,1,builtins.float:0.112|builtins.float:0.100|sympy.sympify:0.100
346,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.116|sympy.sympify:0.116|sympy.sympify:0.109
347,Pattern Extraction,standard,1.0,1,sympy.sympify:0.116|sympy.sympify:0.116|sympy.sympify:0.109
348,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.141|sympy.sympify:0.136|sympy.sympify:0.113
349,Pattern Extraction,standard,1.0,1,sympy.sympify:0.141|sympy.sympify:0.136|sympy.sympify:0.113
350,Pattern Extraction,standard,1.0,1,sympy.sympify:0.141|sympy.sympify:0.136|sympy.sympify:0.113
351,Pattern Extraction,standard,1.0,1,sympy.sympify:0.141|sympy.sympify:0.136|sympy.sympify:0.113
352,Pattern Extraction,standard,1.0,1,sympy.sympify:0.141|sympy.sympify:0.136|sympy.sympify:0.113
353,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.112|sympy.sympify:0.099|sympy.sympify:0.087
354,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.111|sympy.sympify:0.092|sympy.sympify:0.088
355,Pattern Extraction,standard,1.0,1,sympy.sympify:0.111|re.findall:0.100|sympy.sympify:0.092
356,Pattern Extraction,standard,-1.0,0,re.findall:0.094|sympy.sympify:0.088|re.findall:0.086
357,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|sympy.sympify:0.088
